operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.574589,-58.455591",9000000,ARS,8975020.6,591926.12,,242,,37190.08264,4,4,,http://colegiales.properati.com.ar/10om9_venta_departamentos_colegiales_gimnasio_piscina_quincho_sum_sauna_lujoso_garage_amenities_placard_re-max-bur-oacute
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Rafael Castillo|,"-34.6981900757,-58.6325740814",55000,USD,833932,55000,,,,,,,,http://rafael-castillo.properati.com.ar/eh88_venta_departamento_rafael-castillo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,435000,USD,6595644,435000,0,230,,1891.304348,,4,,http://nordelta.properati.com.ar/11ook_venta_casa_nordelta_suite_lavadero_parrilla_piscina_toilette_vestidor_garage_latitud-ns_dck
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Francisco Alvarez|,"-34.62901306,-58.85569",230000,USD,3487352,230000,,,,,,,,http://francisco-alvarez.properati.com.ar/11i0s_venta_casa_francisco-alvarez_parrilla_piscina_impecable_estrenar_marina-espana-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui|,"-34.758749,-58.214235",1548400,ARS,1544102.42,101837.6,,55,,28152.72727,,2,,http://berazategui.properati.com.ar/yufr_venta_departamentos_greenville-polo-resort_lujoso_garage_re-max-sur
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,849000,USD,12872877.6,849000,420,355,2021.428571,2391.549296,,5,4000,http://nordelta.properati.com.ar/xhvc_venta_casa_nordelta_suite_lavadero_piscina_terraza_toilette_garage
sell,house,|Argentina|Capital Federal|Villa General Mitre|,"-34.6135208209,-58.4743957969",260000,USD,3942224,260000,281,155,925.2669039,1677.419355,,,,http://villa-general-mitre.properati.com.ar/xzti_venta_casa_villa-general-mitre_estado-plurinacional-de-bolivia_1600_garage_inmobiliaria-grupo-21
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|,"-34.9358105,-58.3851266",295000,USD,4472908,295000,1300,280,226.9230769,1053.571429,,4,,http://presidente-peron.properati.com.ar/11jks_venta_casa_presidente-peron_balcon_suite_jardin_toilette_vestidor_vista_garage_impecable_eduardo-reyes-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.597769,-58.42644",233200,USD,3535871.68,233200,,78,,2989.74359,6,3,,http://villa-crespo.properati.com.ar/w2w7_venta_departamentos_villa-crespo
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.595311,-58.441558",79000,USD,1197829.6,79000,,37,,2135.135135,,,,http://villa-crespo.properati.com.ar/10hvp_venta_departamentos_villa-crespo_balcon_luminoso_aire-acondicionado_estrenar_re-max-total-iii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.601126,-58.565372",,,,,,,,,,,,http://caseros.properati.com.ar/w8ps_venta_departamentos_general-san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7047317,-58.3937821",1000000,ARS,997224.37,65769.56,40,40,1644.239,25000,,1,1,http://lanus.properati.com.ar/u04b_venta_departamentos_lanus
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6069625,-58.4164978",104000,USD,1576889.6,104000,65,57,1600,1824.561404,,3,800,http://almagro.properati.com.ar/rell_venta_departamentos_almagro
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6313932,-58.4821176",56000,USD,849094.4,56000,,22,,2545.454545,,1,,http://floresta.properati.com.ar/wnda_venta_departamentos_floresta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Don Torcuato|,,440000,USD,6671456,440000,,350,,1257.142857,,5,,http://don-torcuato.properati.com.ar/10ztc_venta_casa_tigre_suite_jardin_parrilla_piscina_quincho_vestidor_garage_re-max-uno-ii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.313666,-58.756943",,,,,,,,,,5,,http://escobar.properati.com.ar/hf3n_venta_quinta_escobar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4102191,-58.6131084",265000,USD,4018036,265000,730,230,363.0136986,1152.173913,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/wcr6_venta_casa_rincon-de-la-costa
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5567851,-58.4597119",126600,USD,1919559.84,126600,41,41,3087.804878,3087.804878,8,1,1000,http://belgrano.properati.com.ar/12epd_venta_departamentos_belgrano_subte-linea-d_magma-emprendimientos
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,,155000,USD,2350172,155000,71,71,2183.098592,2183.098592,,3,1500,http://lanus.properati.com.ar/prs6_venta_departamentos_lanus
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Francisco Alvarez|,"-34.63130188,-58.85451889",90000,USD,1364616,90000,,,,,,,,http://francisco-alvarez.properati.com.ar/12gr6_venta_casa_francisco-alvarez_balcon_lavadero_piscina_terraza_irma-gattero
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,285000,USD,4321284,285000,700,203,407.1428571,1403.940887,,,,http://benavidez.properati.com.ar/y47l_venta_casa_benavidez_0_suite_lavadero_parrilla_toilette_dependencias_garage_impecable_gaitan-alejandra-gaitan-b-csi-5938
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.406049,-58.649198",190000,USD,2880856,190000,,61,,3114.754098,,2,,http://nordelta.properati.com.ar/10ep3_venta_departamentos_nordelta_balcon_suite_parrilla_piscina_sum_terraza_vista_garage_re-max-acci-oacute-n
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,230000,USD,3487352,230000,805,175,285.7142857,1314.285714,,,,http://maschwitz.properati.com.ar/t4ng_venta_casa_maschwitz_900
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",460000,USD,6974704,460000,260,260,1769.230769,1769.230769,,,,http://nordelta.properati.com.ar/10e7y_venta_casa_barrio-la-alameda_suite_jardin_lavadero_parrilla_piscina_vestidor_dependencias_garage_impecable_get-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5184707,-58.4937996",305000,USD,4624532,305000,175,175,1742.857143,1742.857143,,5,,http://olivos.properati.com.ar/xmm9_venta_casa_olivos
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5286034,-58.4955008",238000,USD,3608651.2,238000,158,178,1506.329114,1337.078652,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/rjmg_venta_casa_bs-as-g-b-a-zona-norte_justo-juan-b-_1600
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6374837,-58.4601452",155000,USD,2350172,155000,,,,,,,,http://flores.properati.com.ar/wu0q_venta_departamentos_flores
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.604018,-58.394244",248000,USD,3760275.2,248000,,138,,1797.101449,,4,,http://balvanera.properati.com.ar/11wi6_venta_departamentos_balvanera_baulera_lavadero_toilette_luminoso_re-max-uno-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.4448572318,-58.8424304741",84000,USD,1273641.6,84000,56,56,1500,1500,,2,1800,http://pilar.properati.com.ar/z3vg_venta_departamentos_pilar_garage_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",450000,USD,6823080,450000,900,188,500,2393.617021,,3,,http://tigre.properati.com.ar/txzp_venta_casa_tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/113h0_venta_departamentos_nordelta_balcon_baulera_gimnasio_lavadero_parrilla_piscina_sum_sauna_garage_losa-radiante_m-m-propiedades_bhs
sell,apartment,|Argentina|Capital Federal|Abasto|,"-34.6033611,-58.4095472",168000,USD,2547283.2,168000,80,58,2100,2896.551724,,3,2400,http://abasto.properati.com.ar/11pql_venta_departamentos_abasto_lavadero_terraza_luminoso_placard_deptos-temporarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",136000,USD,2062086.4,136000,0,61,,2229.508197,1,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10g2u_venta_departamentos_tigre_avenida-cazon_900_balcon_suite_luminoso_garage_gimenez-uriburu-propiedades-hector-gimenez-uriburu-csi-4904
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7532143543,-58.2769934804",240000,USD,3638976,240000,190,190,1263.157895,1263.157895,,6,,http://quilmes.properati.com.ar/11xgf_venta_casa_quilmes_suite_jardin_parrilla_quincho_terraza_garage_dacal-bienes-raices_ahb
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4429675,-58.5527066",235000,USD,3563164,235000,0,192,,1223.958333,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/r4nj_venta_casa_san-fernando_maipu_1100
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6366095,-58.3766021",77000,USD,1167504.8,77000,40,40,1925,1925,,2,1300,http://barracas.properati.com.ar/10uho_venta_departamentos_barracas_balcon_luminoso_placard_di-mitrio-inmobiliaria_d2r
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5641129,-58.4577286",120000,USD,1819488,120000,70,45,1714.285714,2666.666667,,,,http://belgrano.properati.com.ar/j1ff_venta_departamento_belgrano
sell,apartment,|Argentina|Capital Federal|Parque Patricios|,"-34.6315798,-58.4005278",,,,,55,52,,,,3,,http://parque-patricios.properati.com.ar/jrvd_venta_departamento_parque-patricios
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5729888,-58.450675",222500,USD,3373634,222500,,68,,3272.058824,3,3,,http://colegiales.properati.com.ar/x9t5_venta_departamentos_colegiales
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5429613909,-58.4751603228",129500,USD,1963530.8,129500,43,43,3011.627907,3011.627907,,2,1,http://nunez.properati.com.ar/wh5z_venta_departamentos_nunez
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.622194,-58.6915187",315000,USD,4776156,315000,2054,80,153.3592989,3937.5,,,,http://parque-leloir.properati.com.ar/tycd_venta_casa_parque-leloir_del-cielito_1400
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6264093998,-58.4593235105",1176000,ARS,1172735.97,77345.01,0,35,,33600,6,,,http://flores.properati.com.ar/p7c1_venta_departamentos_flores_yerbal_2100
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.4152123261,-58.7052131926",170000,USD,2577608,170000,,,,,,,,http://benavidez.properati.com.ar/12ijn_venta_casa_benavidez_suite_lavadero_parrilla_piscina_toilette_aire-acondicionado_salaya-romera-nordelta
sell,PH,|Argentina|Capital Federal|Balvanera|,"-34.6057584,-58.4109967",129500,USD,1963530.8,129500,93,85,1392.473118,1523.529412,,4,,http://balvanera.properati.com.ar/xyyg_venta_ph_balvanera_baulera_suite_lavadero_patio_garage_impecable_placard_aire-acondicionado_bertolotti
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,,,,,,0,,,,,,,http://castelar-moron.properati.com.ar/sv9o_venta_ph_castelar
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5658146,-58.4329655",830000,USD,12584792,830000,275,260,3018.181818,3192.307692,,4,8000,http://belgrano.properati.com.ar/ulhz_venta_departamentos_belgrano
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.6911441,-58.7458763",128000,USD,1940787.2,128000,75,,1706.666667,,,,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/11mw9_venta_departamentos_merlo_estrenar_a-ferreyra-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4113623571,-58.8482084695",120000,USD,1819488,120000,0,55,,2181.818182,,2,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/10btv_venta_departamentos_campo-grande-country-club_vista_garage_estrenar_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.520368,-58.502512",385000,USD,5837524,385000,,265,,1452.830189,,4,,http://olivos.properati.com.ar/y75z_venta_casa_olivos_balcon_suite_jardin_parrilla_piscina_quincho_terraza_luminoso_vista_garage_impecable_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4038401111,-58.6490985184",135000,USD,2046924,135000,69,50,1956.521739,2700,,2,,http://nordelta.properati.com.ar/11hth_venta_departamentos_nordelta_balcon_suite_gimnasio_jardin_parrilla_piscina_toilette_vestidor_vista_garage_tenis_placard_aire-acondicionado_get-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,120000,USD,1819488,120000,110,110,1090.909091,1090.909091,,4,,http://villa-sarmiento.properati.com.ar/z1q4_venta_casa_villa-sarmiento_suite_patio_toilette_garage_panisello-inmobiliaria
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6371994,-58.4391556",106250,USD,1611005,106250,42,39,2529.761905,2724.358974,,2,2500,http://caballito.properati.com.ar/112m7_venta_departamentos_caballito_balcon_jardin_piscina_luminoso_amenities_aire-acondicionado_wyp-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4887628,-58.5010475",154000,USD,2335009.6,154000,0,59,,2610.169492,2,,,http://martinez.properati.com.ar/p76i_venta_departamentos_martinez_rodriguez-pena_0
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.597769,-58.42644",132800,USD,2013566.72,132800,,42,,3161.904762,3,2,,http://villa-crespo.properati.com.ar/vrjk_venta_departamentos_villa-crespo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6054445,-58.5603174",70000,USD,1061368,70000,46,42,1521.73913,1666.666667,9,2,,http://caseros.properati.com.ar/urrz_venta_departamentos_caseros
sell,house,"|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Barrio Cerrado ""La Delfina""|","-34.455530115,-58.8676664745",350000,USD,5306840,350000,251,251,1394.422311,1394.422311,,,,http://barrio-cerrado-la-delfina.properati.com.ar/12nwl_venta_casa_barrio-cerrado-la-delfina-_suite_lavadero_parrilla_piscina_toilette_vestidor_garage_placard_doble-circulacion_blanco-propiedades_dii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4477375678,-58.5383506421",3175000,USD,48140620,3175000,0,1100,,2886.363636,,12,,http://victoria.properati.com.ar/105xf_venta_casa_victoria_suite_jardin_lavadero_piscina_sotano_terraza_toilette_garage_narvaez-y-cia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6628464,-58.5745545",65000,USD,985556,65000,40,40,1625,1625,,2,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/11uu9_venta_departamentos_moron_balcon_placard_inmobiliaria-spinelli
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6371146,-58.5796842",76000,USD,1152342.4,76000,61,61,1245.901639,1245.901639,1,2,,http://haedo.properati.com.ar/hehi_venta_departamento_haedo
sell,house,|Argentina|Capital Federal|Flores|,"-34.6214231,-58.4632005",,,,,349,349,,,,7,,http://flores.properati.com.ar/x88m_venta_casa_flores
sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.646872,-58.43555",85000,USD,1288804,85000,,83,,1024.096386,3,4,,http://parque-chacabuco.properati.com.ar/10jsd_venta_departamentos_flores_balcon_lavadero_garage_re-max-bur-oacute
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida Oeste|,,300000,USD,4548720,300000,,400,,750,,,,http://florida-oeste.properati.com.ar/e6lu_venta_casa_florida-oeste
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5740395,-58.5585633",70000,USD,1061368,70000,70,65,1000,1076.923077,,,,http://san-martin.properati.com.ar/echz_venta_departamento_san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7012864,-58.3926876",,,,,83,83,,,,,,http://lanus-oeste.properati.com.ar/w0jr_venta_departamentos_lanus-oeste
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,235000,USD,3563164,235000,170,170,1382.352941,1382.352941,,4,,http://maschwitz.properati.com.ar/vtuq_venta_casa_maschwitz
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,"-34.6247177,-58.5882721",82000,USD,1243316.8,82000,,,,,,,,http://el-palomar.properati.com.ar/pzlt_venta_ph_el-palomar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5615051,-58.6743742",190000,USD,2880856,190000,480,,395.8333333,,,,,http://bella-vista-san-miguel.properati.com.ar/11que_venta_casa_bella-vista_balcon_lavadero_patio_piscina_quincho_toilette_garage_amoblado_placard_julia-linardi-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,285000,USD,4321284,285000,0,51,,5588.235294,,,,http://nordelta.properati.com.ar/n8gh_venta_departamentos_nordelta_0
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5711687,-58.4304208",420000,USD,6368208,420000,130,130,3230.769231,3230.769231,,3,5220,http://palermo.properati.com.ar/yyae_venta_departamentos_belgrano_balcon_baulera_suite_hidromasaje_parrilla_piscina_sum_terraza_luminoso_garage_aire-acondicionado_losa-radiante_mussi-calvente_b7t
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7796192506,-58.4232759476",69500,USD,1053786.8,69500,0,60,,1158.333333,,,,http://lomas-de-zamora.properati.com.ar/rlqp_venta_casa_lomas-de-zamora
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3451368808,-58.7823486328",175000,USD,2653420,175000,710,150,246.4788732,1166.666667,,3,,http://escobar.properati.com.ar/10cei_venta_casa_escobar_suite_parrilla_sum_tenis_losa-radiante_grondona-asociados_ah3
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,,,,,221,220,,,,5,,http://villa-luzuriaga.properati.com.ar/sa4b_venta_casa_la-matanza
sell,store,|Argentina|Capital Federal|San Telmo|,"-34.6144982,-58.3845893",,,,,650,,,,,7,,http://san-telmo.properati.com.ar/ybo2_venta_local_san-telmo_garage_aire-acondicionado_lounge-propiedades_bry
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.5595435,-58.5664357",159000,USD,2410821.6,159000,0,65,,2446.153846,1,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11tnp_venta_departamentos_san-isidro_almirante-brown_100_suite_lavadero_patio_toilette_lujoso_garage_martin-lopez-negocios-inmobiliarios_b0a
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,,169400,USD,2568510.56,169400,77,77,2200,2200,,3,,http://lomas-de-zamora.properati.com.ar/zn48_venta_departamentos_lomas-de-zamora_jardin_terraza_luminoso_lujoso_garage_placard_aire-acondicionado_gazda-propiedades_cq0
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.6846706203,-58.4169262397",94000,USD,1425265.6,94000,215,,437.2093023,,,,,http://lanus-oeste.properati.com.ar/112zc_venta_casa_lanus-oeste_la-inmobiliaria-hernando
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4949906,-58.4914267",210000,USD,3184104,210000,120,120,1750,1750,,,,http://martinez.properati.com.ar/zh8r_venta_casa_martinez_parana_700_lavadero_terraza_toilette_luminoso_garage_santillan-propiedades-graciela-graciela-m-vandalino-csi-4827
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7176894,-58.2581238",,,,,52,46,,,,2,,http://quilmes.properati.com.ar/12r38_venta_departamentos_quilmes_balcon_parrilla_terraza_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5637396,-58.4607817",140000,USD,2122736,140000,55,55,2545.454545,2545.454545,,3,,http://belgrano.properati.com.ar/10rx3_venta_departamentos_belgrano_victorino-de-la-plaza_d03
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Villa Elisa|,"-34.8652462763,-58.079584779",140000,USD,2122736,140000,104,104,1346.153846,1346.153846,,3,,http://villa-elisa-la-plata.properati.com.ar/xr84_venta_casa_city-bell_estrenar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.6036844,-58.3815591",,,,,82,82,,,5,3,,http://la-plata.properati.com.ar/ihmg_venta_departamento_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,,240000,USD,3638976,240000,240,240,1000,1000,,,,http://escobar.properati.com.ar/12o9u_venta_casa_escobar_suite_jardin_lavadero_parrilla_toilette_vestidor_vista_blanco-propiedades_dii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Villa Raffo|,"-34.6055003,-58.5271058",95000,USD,1440428,95000,70,70,1357.142857,1357.142857,8,3,,http://villa-raffo.properati.com.ar/1085y_venta_departamentos_villa-raffo_balcon_lavadero_placard_nj-colonna-propiedades
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5862495,-58.4530006",75000,USD,1137180,75000,,,,,,,,http://chacarita.properati.com.ar/11ap9_venta_departamentos_chacarita_balcon_garage_placard_juan-propiedades_azw
sell,apartment,|Argentina|Capital Federal|Flores|,,,,,,88,80,,,5,3,1600,http://flores.properati.com.ar/12ely_venta_departamentos_flores_avenida-coronel-ramon-l-falcon_2420_balcon_lavadero_subte-linea-a_bilardo-negocios-inmobiliarios_3lr
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6275459,-58.3940082",235000,USD,3563164,235000,177,105,1327.683616,2238.095238,,,,http://san-cristobal.properati.com.ar/12iip_venta_departamentos_san-cristobal_suite_parrilla_patio_terraza_toilette_vestidor_garage_placard_subte-linea-e_subte-linea-h_lepore-villa-crespo
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.595987,-58.409749",285000,USD,4321284,285000,122,96,2336.065574,2968.75,,3,,http://recoleta.properati.com.ar/10k2i_venta_departamentos_recoleta_lavadero_parrilla_sum_luminoso_garage_exir
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|El Pato|,,,,,,4750,400,,,,,,http://el-pato.properati.com.ar/12r4x_venta_casa_el-pato_parrilla_piscina_o-keefe-inmobiliaria-rural-y-urbana
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.550453,-58.487319",118500,USD,1796744.4,118500,,66,,1795.454545,,4,,http://saavedra.properati.com.ar/11gkd_venta_departamentos_villa-urquiza_lavadero_luminoso_placard_re-max-liberty-ii
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5289773,-58.4862882",165000,USD,2501796,165000,178,140,926.9662921,1178.571429,,5,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/q3wq_venta_ph_vicente-lopez
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,590000,USD,8945816,590000,3000,400,196.6666667,1475,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/v2wf_venta_casa_pilar_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5386943,-58.4797506",198000,USD,3002155.2,198000,150,150,1320,1320,,5,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/wrz9_venta_casa_vicente-lopez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7538619,-58.4026272",140000,USD,2122736,140000,68,68,2058.823529,2058.823529,,3,700,http://lomas-de-zamora.properati.com.ar/ow1k_venta_departamentos_lomas-de-zamora
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.548188,-58.55685",124000,USD,1880137.6,124000,,62,,2000,7,3,,http://villa-ballester.properati.com.ar/zffd_venta_departamentos_general-san-martin_balcon_parrilla_piscina_sum_toilette_garage_re-max-total-v
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6036844,-58.3815591",80000,USD,1212992,80000,,,,,,,,http://congreso.properati.com.ar/w917_venta_departamentos_congreso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,,,,,,,33,,,,2,,http://lomas-del-mirador.properati.com.ar/s91u_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.442345,-58.756557",1093650,ARS,1090614.45,71928.88,,52,,21031.73077,,3,,http://del-viso.properati.com.ar/vq35_venta_departamentos_pilar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.6036844,-58.3815591",245000,USD,3714788,245000,252,205,972.2222222,1195.121951,,4,,http://escobar.properati.com.ar/x6fa_venta_casa_escobar
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5534586,-58.4663476",95000,USD,1440428,95000,45,41,2111.111111,2317.073171,7,1,,http://nunez.properati.com.ar/wxob_venta_departamentos_nunez_ciudad-de-la-paz_3200
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6399520479,-58.5661840439",,,,,120,99,,,,,,http://ramos-mejia.properati.com.ar/ehug_venta_departamento_ramos-mejia
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5065729,-58.5169903",1100000,USD,16678640,1100000,323,400,3405.572755,2750,,,,http://martinez.properati.com.ar/v9m1_venta_local_martinez_parana_3300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9204948,-57.9535657",,,,,48,48,,,,2,,http://la-plata.properati.com.ar/u2uk_venta_departamentos_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Hurlingham|,"-34.589974,-58.637139",370000,USD,5610088,370000,,300,,1233.333333,,5,,http://hurlingham.properati.com.ar/zfpp_venta_casa_hurlingham_jardin_lavadero_toilette_dependencias_garage_re-max-life
sell,house,|Argentina|Capital Federal|Flores|,"-34.643787,-58.466073",345000,USD,5231028,345000,,153,,2254.901961,,4,,http://flores.properati.com.ar/y1mi_venta_casa_flores_balcon_suite_jardin_lavadero_parrilla_piscina_terraza_vestidor_luminoso_dependencias_garage_placard_aire-acondicionado_re-max-acci-oacute-n
