operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Bernal|,"-34.71116257,-58.28721237",140000,USD,2122736,140000,,,,,,,,http://bernal.properati.com.ar/11jfd_venta_departamentos_bernal_balcon_lavadero_parrilla_piscina_toilette_luminoso_garage_amoblado_abriola-propiedades_d3o
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5395,-58.5098",170000,USD,2577608,170000,0,75,,2266.666667,,,,http://florida.properati.com.ar/12err_venta_casa_florida_parrilla_patio_placard_parrinello
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6104825827,-58.4138827042",,,,,,,,,,,,http://balvanera.properati.com.ar/v9wk_venta_departamentos_balvanera
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.529621,-58.496066",155000,USD,2350172,155000,,67,,2313.432836,1,3,,http://florida.properati.com.ar/12rml_venta_departamentos_florida_balcon_lavadero_garage_placard_florida
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4742115,-58.5283376",290000,USD,4397096,290000,270,270,1074.074074,1074.074074,,,,http://san-isidro.properati.com.ar/zeeb_venta_casa_san-isidro_suite_basso-bienes-raices_c5x
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Avellaneda|,"-34.653507,-58.362584",97000,USD,1470752.8,97000,,20,,4850,,3,,http://avellaneda.properati.com.ar/10mqg_venta_casa_avellaneda_jardin_parrilla_patio_quincho_garage_re-max-life
sell,apartment,|Argentina|Capital Federal|Villa Santa Rita|,"-34.6109312376,-58.4831170645",135000,USD,2046924,135000,61,58,2213.114754,2327.586207,,,,http://villa-santa-rita.properati.com.ar/vjeq_venta_departamentos_villa-santa-rita
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6775894,-58.5616913",990000,ARS,987252.21,65111.87,,,,,,,,http://san-justo-la-matanza.properati.com.ar/sn6c_venta_casa_san-justo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7370618,-58.4036757",420000,USD,6368208,420000,0,270,,1555.555556,,,,http://banfield.properati.com.ar/10krx_venta_casa_banfield_suite_jardin_lavadero_piscina_garage_estrenar_alvarez-propiedades_b6o
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5513842,-58.7180925",90000,USD,1364616,90000,0,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/11iyw_venta_casa_san-miguel_baulera_patio_toilette_sandrafebbraio-negocios-inmobiliarios
sell,house,|Argentina|Capital Federal|Villa del Parque|,"-34.606976,-58.480214",360000,USD,5458464,360000,,202,,1782.178218,,4,,http://villa-del-parque.properati.com.ar/yd25_venta_casa_capital-federal_biarritz_2600_suite_hidromasaje_lavadero_parrilla_patio_piscina_quincho_terraza_garage_impecable_re-max-uno-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,,56500,USD,856675.6,56500,,38,,1486.842105,,2,,http://ciudadela.properati.com.ar/10yy6_venta_departamentos_ciudadela_balcon_luminoso_garage_busolin-bruno-propiedades
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6093861,-58.3941143",189000,USD,2865693.6,189000,152,,1243.421053,,4,,2334,http://congreso.properati.com.ar/w1kf_venta_departamentos_congreso
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,,60000,USD,909744,60000,210,54,285.7142857,1111.111111,,,,http://tortuguitas.properati.com.ar/w3fh_venta_casa_general-belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,390000,USD,5913336,390000,1099,215,354.8680619,1813.953488,,,,http://benavidez.properati.com.ar/znxk_venta_casa_benavidez_200_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_dependencias_placard_marquestau-colautti-talar-nordelta-aurora-b-buide-csi-4607
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.418788,-58.893585",260000,USD,3942224,260000,,193,,1347.150259,,4,,http://pilar.properati.com.ar/zpij_venta_casa_pilar_suite_hidromasaje_parrilla_piscina_terraza_toilette_vestidor_vista_lujoso_garage_aire-acondicionado_estrenar_losa-radiante_doble-circulacion_re-max-total-i
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.564492,-58.4723806",187000,USD,2835368.8,187000,74,72,2527.027027,2597.222222,,3,,http://coghlan.properati.com.ar/11zqi_venta_departamentos_coghlan_garage_amenities_estrenar_mussi-calvente_b7t
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5835212,-58.4047983",650000,USD,9855560,650000,175,158,3714.285714,4113.924051,,5,7000,http://recoleta.properati.com.ar/12vjv_venta_departamentos_recoleta_balcon_baulera_suite_lavadero_parrilla_piscina_sum_toilette_vista_dependencias_garage_placard_aire-acondicionado_subte-linea-d_deptos-temporarios
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Santos Lugares|,"-34.6009925,-58.5424016",120000,USD,1819488,120000,99,59,1212.121212,2033.898305,,,,http://santos-lugares.properati.com.ar/10vhl_venta_ph_santos-lugares_lavadero_patio_terraza_placard_iacopi-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6118924,-58.553945",125000,USD,1895300,125000,226,204,553.0973451,612.745098,,3,,http://caseros.properati.com.ar/vw5f_venta_casa_caseros
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4473155,-58.5517719",145000,USD,2198548,145000,0,0,,,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/r4mk_venta_ph_san-fernando_cane-miguel_1400
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.5863396838,-58.4108273298",295000,USD,4472908,295000,65,65,4538.461538,4538.461538,,3,,http://puerto-madero.properati.com.ar/11vai_venta_departamentos_puerto-madero_lavadero_piscina_terraza_luminoso_garage_impecable_tomas-porras-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Martindale Country Club|,"-34.4645417812,-58.86073975",560000,USD,8490944,560000,0,210,,2666.666667,,,9300,http://martindale-country-club.properati.com.ar/z3wh_alquiler_casa_pilar_jardin_lavadero_parrilla_piscina_toilette_aire-acondicionado_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.912223,-57.955885",65000,USD,985556,65000,,43,,1511.627907,,2,,http://la-plata.properati.com.ar/11esg_venta_departamentos_la-plata_balcon_lavadero_re-max-impacto
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4195041895,-58.5827613665",200000,USD,3032480,200000,0,120,,1666.666667,,5,,http://tigre.properati.com.ar/117fb_venta_departamentos_tigre_jardin_luminoso_garage_placard_aire-acondicionado_estrenar_reynolds-propiedades_c8g
sell,house,|Argentina|Capital Federal|Monserrat|,"-34.6079918228,-58.3710986251",,,,,218,,,,,,,http://monserrat.properati.com.ar/11u09_venta_casa_monserrat_parrilla_patio_garage_daniel-piedra-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5401878,-58.7223861",590000,ARS,588362.37,38804.04,38,38,1021.158947,15526.31579,,,,http://muniz.properati.com.ar/vavs_venta_departamentos_muniz
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,260000,USD,3942224,260000,240,240,1083.333333,1083.333333,,6,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/orii_venta_casa_pilar
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.61525,-58.430529",275000,USD,4169660,275000,,121,,2272.727273,,4,,http://caballito.properati.com.ar/11mof_venta_departamentos_caballito_baulera_lavadero_terraza_toilette_dependencias_re-max-ayres-ii
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5667683,-58.4996793",82000,USD,1243316.8,82000,,,,,,,,http://villa-urquiza.properati.com.ar/e9ks_venta_departamento_villa-urquiza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,295000,USD,4472908,295000,906,240,325.607064,1229.166667,,,,http://benavidez.properati.com.ar/11z8b_venta_casa_benavidez_0_suite_lavadero_parrilla_piscina_vestidor_luminoso_dependencias_garage_estrenar_losa-radiante_pratto-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|General Rodríguez|,"-34.6020889,-58.9521294",,,,,,,,,,,,http://general-rodriguez.properati.com.ar/11xf6_venta_casa_general-rodriguez_inmobiliaria-liliana-grosso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5565884,-58.6911839",,,,,,,,,,,,http://bella-vista-san-miguel.properati.com.ar/109g8_venta_departamentos_bella-vista_n-ledesma-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,,165000,USD,2501796,165000,240,240,687.5,687.5,,4,,http://la-plata.properati.com.ar/ox9t_venta_casa_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6554584,-58.6452437",,,,,0,,,,,,,http://castelar-moron.properati.com.ar/11k0x_venta_casa_castelar_lavadero_parrilla_patio_terraza_toilette_vestidor_aire-acondicionado_vanesa-romera-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5909676,-58.5519765",,,,,,,,,,,,http://caseros.properati.com.ar/xh0q_venta_casa_caseros_balcon_suite_lavadero_patio_garage
sell,store,|Argentina|Capital Federal|Constitución|,"-34.6210283,-58.3843592",1000000,USD,15162400,1000000,2330,550,429.1845494,1818.181818,,,,http://constitucion.properati.com.ar/12t9i_venta_local_constitucion_patio_subte-linea-e_subte-linea-c_bresson-brokers_dhz
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.435545,-58.795528",,,,,190,113,,,,,,http://del-viso.properati.com.ar/112vu_venta_departamentos_del-viso_luminoso_oppel-inmuebles_d63
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,552000,USD,8369644.8,552000,194,147,2845.360825,3755.102041,,4,,http://nordelta.properati.com.ar/12n77_venta_departamentos_nordelta_suite_parrilla_terraza_vestidor_covello-propiedades_9ij
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.4335573,-58.7906209",75000,USD,1137180,75000,400,,187.5,,,,,http://del-viso.properati.com.ar/j4ow_venta_casa_del-viso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,77,,,,3,,http://ramos-mejia.properati.com.ar/sbne_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/vxyq_venta_casa_nordelta
sell,house,|Argentina|Capital Federal|Saavedra|,,235000,USD,3563164,235000,,214,,1098.130841,,5,,http://saavedra.properati.com.ar/xsdq_venta_casa_capital-federal_balcon_lavadero_patio_garage
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.547114,-58.553323",132000,USD,2001436.8,132000,,74,,1783.783784,,3,,http://villa-ballester.properati.com.ar/11mat_venta_departamentos_villa-ballester_balcon_lavadero_garage_placard_re-max-total-ii
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5691361962,-58.4770272265",99000,USD,1501077.6,99000,44,39,2250,2538.461538,,1,,http://villa-urquiza.properati.com.ar/12h5x_venta_departamentos_villa-urquiza_balcon_gimnasio_hidromasaje_piscina_luminoso_lujoso_amenities_estrenar_lone-lighthouse_d9s
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4592815,-58.5106581",365000,USD,5534276,365000,311,0,1173.633441,,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/12rap_venta_casa_san-isidro_guerrico_1300_suite_hidromasaje_jardin_parrilla_piscina_dependencias_venghi-propiedades-jorge
sell,PH,|Argentina|Capital Federal|Villa Real|,"-34.6201849,-58.5180384",220000,USD,3335728,220000,100,100,2200,2200,,,,http://villa-real.properati.com.ar/10mi4_venta_ph_villa-real_patio_terraza_garage_pablo-yaryura-propiedades_bly
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.618153,-58.362615",765450,USD,11606059.08,765450,,79,,9689.240506,,2,,http://puerto-madero.properati.com.ar/y1i6_venta_departamentos_puerto-madero_parrilla_sum_terraza_lujoso_garage_palermo-nuevo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,450000,USD,6823080,450000,530,200,849.0566038,2250,,,,http://nordelta.properati.com.ar/n8ph_venta_casa_nordelta_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6804853,-58.5529098",80000,USD,1212992,80000,45,45,1777.777778,1777.777778,,2,,http://san-justo-la-matanza.properati.com.ar/v9zk_venta_departamentos_san-justo
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6100388,-58.4526612",195000,USD,2956668,195000,72,65,2708.333333,3000,1,3,1450,http://villa-crespo.properati.com.ar/yayu_venta_departamentos_villa-crespo_balcon_lavadero_luminoso_lujoso_garage_arq-victorino-de-la-plaza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.6137368,-58.6279716",280000,USD,4245472,280000,350,275,800,1018.181818,,5,,http://tres-de-febrero.properati.com.ar/10yho_venta_casa_tres-de-febrero_lavadero_patio_garage_viviana-villalobos-negocios-inmobiliarios
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|,"-34.6793091,-58.3840447",42000,USD,636820.8,42000,,200,,210,,,,http://avellaneda-bs-as-g-b-a-zona-sur.properati.com.ar/ehb2_venta_local_avellaneda
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Bermudas Country Club|,"-34.431367,-58.792382",95000,USD,1440428,95000,,49,,1938.77551,,2,,http://bermudas-country-club.properati.com.ar/jzz4_venta_departamentos_pilar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4596901,-58.5210589",630000,USD,9552312,630000,400,411,1575,1532.846715,,,,http://beccar.properati.com.ar/zyx8_venta_casa_beccar_florentino-ameghino_500_suite_lavadero_parrilla_piscina_quincho_toilette_vestidor_vista_dependencias_garage_aire-acondicionado_castro-feijoo-propiedades_arr
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,130000,USD,1971112,130000,600,120,216.6666667,1083.333333,,,,http://maschwitz.properati.com.ar/n60w_venta_casa_maschwitz_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,130000,USD,1971112,130000,77,57,1688.311688,2280.701754,,2,2000,http://tigre.properati.com.ar/12mvf_venta_departamentos_tigre_covello-propiedades_9ij
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5389627376,-58.5773457259",90000,USD,1364616,90000,400,90,225,1000,,,,http://san-martin.properati.com.ar/selm_venta_casa_tres-de-febrero
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,154000,USD,2335009.6,154000,0,55,,2800,,,,http://nordelta.properati.com.ar/11ztd_venta_departamentos_nordelta_0_baulera_lavadero_parrilla_piscina_vestidor_vista_garage_aire-acondicionado_losa-radiante_rosario-zuviria-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Don Torcuato|,,335000,USD,5079404,335000,705,270,475.177305,1240.740741,,,,http://don-torcuato.properati.com.ar/10lmj_venta_casa_don-torcuato_0_suite_hidromasaje_lavadero_parrilla_patio_quincho_terraza_toilette_vestidor_luminoso_dependencias_estrenar_posse-propiedades-nordelta-carla-jimena-posse-csi-5482
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5074,-58.4922",201000,USD,3047642.4,201000,73,73,2753.424658,2753.424658,,3,,http://olivos.properati.com.ar/xhcf_venta_departamentos_olivos_balcon_lavadero_sum_terraza_lujoso_garage_amoblado_placard_estrenar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.585579,-58.5445831",135000,ARS,134625.28,8878.89,85,70,104.4575294,1928.571429,2,2,600,http://caseros.properati.com.ar/xmzi_venta_departamentos_caseros_lavadero_parrilla_patio_piscina_terraza_toilette_amoblado_aire-acondicionado
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7589181,-58.4043177",85000,USD,1288804,85000,45,,1888.888889,,,,,http://lomas-de-zamora.properati.com.ar/11y22_venta_departamentos_lomas-de-zamora_garage_bw-negocios-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.491432,-58.5223941",650000,USD,9855560,650000,715,300,909.0909091,2166.666667,,,,http://martinez.properati.com.ar/10xjo_venta_casa_martinez_castro-barros_1100_blume-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5989636,-58.5670475",,,,,,,,,,,,http://caseros.properati.com.ar/w8qf_venta_casa_general-san-martin
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.619015,-58.463202",92070,USD,1396002.16,92070,,,,,9,1,,http://flores.properati.com.ar/ocry_venta_departamentos_flores_granaderos_700
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6365278,-58.6497808",250000,USD,3790600,250000,300,300,833.3333333,833.3333333,,,,http://castelar-moron.properati.com.ar/ga0j_venta_casa_castelar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.2918436,-59.1020198",270000,USD,4093848,270000,250,205,1080,1317.073171,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/yln8_venta_casa_bs-as-g-b-a-zona-norte_suite_jardin_lavadero_parrilla_patio_vestidor_luminoso_vista_tenis_impecable_placard_losa-radiante_cristian-bau-propiedades_4ps
sell,store,|Argentina|Capital Federal|Floresta|,"-34.633775,-58.481086",580000,USD,8794192,580000,680,,852.9411765,,,,,http://floresta.properati.com.ar/zp6c_venta_local_floresta_garage_lepore-propiedades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6529759,-58.5357289",,,,,105,96,,,,,,http://ramos-mejia.properati.com.ar/t0m8_venta_ph_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8350538,-58.3797408",135000,USD,2046924,135000,200,150,675,900,,,,http://burzaco.properati.com.ar/g4ja_venta_casa_burzaco
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.573584,-58.422776",,,,,,,,,3,4,,http://palermo.properati.com.ar/razq_venta_departamentos_chacarita
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Loma Verde|,"-35.27803,-58.406631",270000,USD,4093848,270000,290,290,931.0344828,931.0344828,,,,http://loma-verde.properati.com.ar/w9w1_venta_casa_loma-verde
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6546999,-58.6888813",,,,,0,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/xhus_venta_casa_ituzaingo_patio
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5696972,-58.4420741",410000,USD,6216584,410000,0,170,,2411.764706,,5,2600,http://belgrano.properati.com.ar/rmbo_venta_departamentos_belgrano
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.6007131,-58.5034976",,,,,,,,,,,,http://villa-devoto.properati.com.ar/wld6_venta_departamentos_villa-devoto
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",94620,USD,1434666.28,94620,43,43,2200.465116,2200.465116,3,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/n9as_venta_departamentos_tigre_cazon-av-_900
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,115000,USD,1743676,115000,0,56,,2053.571429,,,,http://nordelta.properati.com.ar/zmqa_venta_departamentos_nordelta_100_balcon_lavadero_parrilla_piscina_toilette_vestidor_tenis_amenities_tizado-nordelta-puerta-norte
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5462713,-58.5510349",98000,USD,1485915.2,98000,188,188,521.2765957,521.2765957,,3,,http://caseros.properati.com.ar/wtzs_venta_casa_caseros
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Ezpeleta|,"-34.7380212,-58.226706",,,,,,,,,,,,http://ezpeleta.properati.com.ar/11q7k_venta_casa_ezpeleta_patio_gp-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.311643841,-58.9733574423",,,,,5300,280,,,,4,,http://bs-as-g-b-a-zona-norte.properati.com.ar/wxsp_venta_casa_bs-as-g-b-a-zona-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6852795,-58.5633803",68000,USD,1031043.2,68000,95,55,715.7894737,1236.363636,1,3,,http://san-justo-la-matanza.properati.com.ar/11fgb_venta_departamentos_san-justo_parrilla_terraza_russo-propiedades
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5716656,-58.4326754",85000,USD,1288804,85000,36,32,2361.111111,2656.25,,2,1580,http://palermo.properati.com.ar/z14w_venta_departamentos_belgrano_maure-propiedades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.6457158,-58.7244838",60000,USD,909744,60000,100,80,600,750,,4,,http://san-antonio-de-padua.properati.com.ar/yp2i_venta_ph_san-antonio-de-padua_alejandro-sullivan_2900_lavadero_patio_garage_placard_gustavo-piccione-propiedades_3lk
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4695788,-58.5520966",225000,USD,3411540,225000,233,172,965.6652361,1308.139535,,,,http://beccar.properati.com.ar/wi38_venta_casa_beccar_guillermo-hudson_2300
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.941672,-57.987079",,,,,,,,,,3,,http://la-plata.properati.com.ar/107nq_venta_casa_la-plata_parrilla_patio_toilette_garage_placard_re-max-enfoque
sell,PH,|Argentina|Capital Federal|Villa Luro|,"-34.6396192007,-58.5052075807",118000,USD,1789163.2,118000,102,68,1156.862745,1735.294118,,3,320,http://villa-luro.properati.com.ar/ubbg_venta_ph_villa-luro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,,880000,USD,13342912,880000,0,205,,4292.682927,2,,,http://acassuso.properati.com.ar/zgmp_venta_departamentos_acassuso_0_baulera_suite_jardin_lavadero_piscina_sum_terraza_toilette_dependencias_garage_imhoff-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.53435,-58.716566",55000,USD,833932,55000,52,52,1057.692308,1057.692308,1,,,http://san-miguel-san-miguel.properati.com.ar/104i7_venta_departamentos_san-miguel_balcon_vista_garage_federico-negro-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5,-58.5085",275000,USD,4169660,275000,0,160,,1718.75,,4,,http://martinez.properati.com.ar/wu4s_venta_casa_martinez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.548188,-58.55685",124000,USD,1880137.6,124000,,62,,2000,8,3,,http://villa-ballester.properati.com.ar/zff5_venta_departamentos_general-san-martin_balcon_parrilla_piscina_sum_toilette_garage_re-max-total-v
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.343294,-58.840199",370000,USD,5610088,370000,,302,,1225.165563,,4,,http://escobar.properati.com.ar/vzt4_venta_casa_escobar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4917578,-58.4844906",270000,USD,4093848,270000,140,89,1928.571429,3033.707865,,,,http://martinez.properati.com.ar/txvm_venta_departamentos_martinez_avenida-del-libertador-general-san-martin_12900
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Don Torcuato|,"-34.4933258,-58.6212992",480000,USD,7277952,480000,2500,350,192,1371.428571,,,,http://don-torcuato.properati.com.ar/x79u_venta_casa_don-torcuato_chacabuco_2300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.646282,-58.5772635",140000,USD,2122736,140000,63,60,2222.222222,2333.333333,1,3,,http://ramos-mejia.properati.com.ar/irly_venta_departamento_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4903259,-58.5002373",165000,USD,2501796,165000,87,81,1896.551724,2037.037037,3,,,http://martinez.properati.com.ar/wkhd_venta_departamentos_martinez_velez-sarsfield_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Grand Bourg|,"-34.4980893,-58.7192601",57000,USD,864256.8,57000,,,,,,,,http://grand-bourg.properati.com.ar/efc4_venta_casa_grand-bourg
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5267607,-58.5199269",98000,USD,1485915.2,98000,65,65,1507.692308,1507.692308,,2,,http://munro.properati.com.ar/xe60_venta_ph_munro
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Lynch|,"-34.5878074393,-58.5284634116",115000,USD,1743676,115000,0,80,,1437.5,,2,,http://villa-lynch.properati.com.ar/otpl_venta_casa_villa-lynch
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8363408565,-58.3792559612",200000,USD,3032480,200000,1350,110,148.1481481,1818.181818,,,,http://burzaco.properati.com.ar/fz9i_venta_casa_burzaco
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5906803,-58.5722802",85000,USD,1288804,85000,48,45,1770.833333,1888.888889,,2,,http://tres-de-febrero.properati.com.ar/xwkv_venta_departamentos_tres-de-febrero_garage_estrenar_cabrera-propiedades_4r1
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5804956,-58.4254815",69000,USD,1046205.6,69000,,,,,,,,http://palermo.properati.com.ar/ed89_venta_departamento_palermo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.63207626,-58.79127502",95000,USD,1440428,95000,,,,,,,,http://moreno.properati.com.ar/vkx7_venta_casa_moreno
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,795000,USD,12054108,795000,700,322,1135.714286,2468.944099,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ucmk_venta_casa_bs-as-g-b-a-zona-norte_400
